repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8476821192052981,0.6668981481481481,0.6320512820512821,0.6457929627740949,0.6320512820512821,"[0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282]"
10,0.8476821192052981,0.6668981481481481,0.6320512820512821,0.6457929627740949,0.6320512820512821,"[0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282]"
10,0.8476821192052981,0.6668981481481481,0.6320512820512821,0.6457929627740949,0.6320512820512821,"[0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282]"
10,0.8476821192052981,0.6668981481481481,0.6320512820512821,0.6457929627740949,0.6320512820512821,"[0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282, 0.632051282051282]"
